date,AR_Physical Risk_negative,AR_Physical Risk_neutral,AR_Physical Risk_positive,AR_Transition Risk_negative,AR_Transition Risk_neutral,AR_Transition Risk_positive,AU_Physical Risk_negative,AU_Physical Risk_neutral,AU_Physical Risk_positive,AU_Transition Risk_negative,AU_Transition Risk_neutral,AU_Transition Risk_positive,BR_Physical Risk_negative,BR_Physical Risk_neutral,BR_Physical Risk_positive,BR_Transition Risk_negative,BR_Transition Risk_neutral,BR_Transition Risk_positive,CA_Physical Risk_negative,CA_Physical Risk_neutral,CA_Physical Risk_positive,CA_Transition Risk_negative,CA_Transition Risk_neutral,CA_Transition Risk_positive,CH_Physical Risk_negative,CH_Physical Risk_neutral,CH_Physical Risk_positive,CH_Transition Risk_negative,CH_Transition Risk_neutral,CH_Transition Risk_positive,CL_Physical Risk_negative,CL_Physical Risk_neutral,CL_Physical Risk_positive,CL_Transition Risk_negative,CL_Transition Risk_neutral,CL_Transition Risk_positive,CN_Physical Risk_negative,CN_Physical Risk_neutral,CN_Physical Risk_positive,CN_Transition Risk_negative,CN_Transition Risk_neutral,CN_Transition Risk_positive,CO_Physical Risk_negative,CO_Physical Risk_neutral,CO_Physical Risk_positive,CO_Transition Risk_negative,CO_Transition Risk_neutral,CO_Transition Risk_positive,DE_Physical Risk_negative,DE_Physical Risk_neutral,DE_Physical Risk_positive,DE_Transition Risk_negative,DE_Transition Risk_neutral,DE_Transition Risk_positive,ES_Physical Risk_negative,ES_Physical Risk_neutral,ES_Physical Risk_positive,ES_Transition Risk_negative,ES_Transition Risk_neutral,ES_Transition Risk_positive,FR_Physical Risk_negative,FR_Physical Risk_neutral,FR_Physical Risk_positive,FR_Transition Risk_negative,FR_Transition Risk_neutral,FR_Transition Risk_positive,HK_Physical Risk_negative,HK_Physical Risk_neutral,HK_Physical Risk_positive,HK_Transition Risk_negative,HK_Transition Risk_neutral,HK_Transition Risk_positive,IN_Physical Risk_negative,IN_Physical Risk_neutral,IN_Physical Risk_positive,IN_Transition Risk_negative,IN_Transition Risk_neutral,IN_Transition Risk_positive,IT_Physical Risk_negative,IT_Physical Risk_neutral,IT_Physical Risk_positive,IT_Transition Risk_negative,IT_Transition Risk_neutral,IT_Transition Risk_positive,JP_Physical Risk_negative,JP_Physical Risk_neutral,JP_Physical Risk_positive,JP_Transition Risk_negative,JP_Transition Risk_neutral,JP_Transition Risk_positive,KR_Physical Risk_negative,KR_Physical Risk_neutral,KR_Physical Risk_positive,KR_Transition Risk_negative,KR_Transition Risk_neutral,KR_Transition Risk_positive,MX_Physical Risk_negative,MX_Physical Risk_neutral,MX_Physical Risk_positive,MX_Transition Risk_negative,MX_Transition Risk_neutral,MX_Transition Risk_positive,NO_Physical Risk_negative,NO_Physical Risk_neutral,NO_Physical Risk_positive,NO_Transition Risk_negative,NO_Transition Risk_neutral,NO_Transition Risk_positive,NZ_Physical Risk_negative,NZ_Physical Risk_neutral,NZ_Physical Risk_positive,NZ_Transition Risk_negative,NZ_Transition Risk_neutral,NZ_Transition Risk_positive,PT_Physical Risk_negative,PT_Physical Risk_neutral,PT_Physical Risk_positive,PT_Transition Risk_negative,PT_Transition Risk_neutral,PT_Transition Risk_positive,SA_Physical Risk_negative,SA_Physical Risk_neutral,SA_Physical Risk_positive,SA_Transition Risk_negative,SA_Transition Risk_neutral,SA_Transition Risk_positive,SE_Physical Risk_negative,SE_Physical Risk_neutral,SE_Physical Risk_positive,SE_Transition Risk_negative,SE_Transition Risk_neutral,SE_Transition Risk_positive,UK_Physical Risk_negative,UK_Physical Risk_neutral,UK_Physical Risk_positive,UK_Transition Risk_negative,UK_Transition Risk_neutral,UK_Transition Risk_positive,US_Physical Risk_negative,US_Physical Risk_neutral,US_Physical Risk_positive,US_Transition Risk_negative,US_Transition Risk_neutral,US_Transition Risk_positive,ZA_Physical Risk_negative,ZA_Physical Risk_neutral,ZA_Physical Risk_positive,ZA_Transition Risk_negative,ZA_Transition Risk_neutral,ZA_Transition Risk_positive
2016-02-01,0.222,0.185,0.074,0.148,0.333,0.037,0.273,0.0,0.0,0.455,0.273,0.0,0.143,0.5,0.0,0.143,0.214,0.0,0.462,0.077,0.0,0.077,0.385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.231,0.308,0.0,0.154,0.231,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.407,0.111,0.037,0.222,0.185,0.037,0.5,0.0,0.0,0.5,0.0,0.0,0.312,0.188,0.188,0.188,0.125,0.0,0.286,0.0,0.143,0.429,0.0,0.143,0.0,0.0,0.0,1.0,0.0,0.0,0.143,0.0,0.048,0.333,0.429,0.048,0.4,0.2,0.0,0.1,0.2,0.1,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0.5,0.0,0.0,0.5,0.0,0.389,0.333,0.0,0.167,0.111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.286,0.5,0.0,0.0,0.214,0.0,0.2,0.0,0.1,0.2,0.4,0.1,0.429,0.143,0.143,0.286,0.0,0.0,0.048,0.19,0.0,0.286,0.476,0.0,0.406,0.219,0.094,0.188,0.094,0.0,0.25,0.25,0.0,0.5,0.0,0.0
2016-02-10,0.643,0.0,0.0,0.214,0.143,0.0,0.143,0.0,0.143,0.286,0.143,0.286,0.067,0.667,0.0,0.067,0.2,0.0,0.4,0.1,0.1,0.1,0.2,0.1,0.333,0.111,0.222,0.0,0.0,0.333,0.333,0.111,0.0,0.111,0.333,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.476,0.286,0.048,0.048,0.048,0.095,0.333,0.0,0.0,0.0,0.667,0.0,0.08,0.4,0.12,0.24,0.12,0.04,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.625,0.125,0.2,0.0,0.2,0.4,0.2,0.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.176,0.0,0.118,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.346,0.077,0.077,0.154,0.308,0.038,0.25,0.062,0.0,0.062,0.438,0.188,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.417,0.083,0.231,0.308,0.154,0.205,0.103,0.0,0.3,0.2,0.0,0.5,0.0,0.0
2016-02-16,0.111,0.111,0.111,0.333,0.333,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.478,0.13,0.043,0.174,0.174,0.0,0.2,0.2,0.133,0.267,0.2,0.0,0.2,0.4,0.0,0.2,0.0,0.2,0.227,0.227,0.364,0.182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.268,0.317,0.0,0.098,0.22,0.098,0.333,0.0,0.0,0.333,0.333,0.0,0.273,0.182,0.091,0.364,0.091,0.0,0.25,0.0,0.125,0.25,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.556,0.111,0.375,0.125,0.0,0.125,0.25,0.125,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.182,0.0,0.182,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,0.5,0.0,0.036,0.179,0.0,0.0,0.182,0.0,0.273,0.455,0.091,0.75,0.0,0.0,0.25,0.0,0.0,0.208,0.042,0.0,0.208,0.333,0.208,0.333,0.238,0.095,0.048,0.262,0.024,0.2,0.0,0.0,0.6,0.2,0.0
2016-02-23,0.118,0.294,0.0,0.412,0.176,0.0,0.4,0.133,0.0,0.2,0.267,0.0,0.25,0.25,0.0,0.375,0.125,0.0,0.273,0.273,0.0,0.182,0.273,0.0,0.571,0.0,0.143,0.286,0.0,0.0,0.0,0.167,0.0,0.0,0.833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.167,0.067,0.3,0.1,0.067,1.0,0.0,0.0,0.0,0.0,0.0,0.167,0.417,0.0,0.042,0.292,0.083,0.167,0.0,0.083,0.333,0.167,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.053,0.105,0.316,0.211,0.211,0.0,0.143,0.0,0.571,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.038,0.115,0.0,0.269,0.462,0.115,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.333,0.0,0.167,0.0,0.227,0.091,0.045,0.409,0.227,0.0,0.438,0.25,0.062,0.062,0.125,0.062,0.333,0.667,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.35,0.4,0.1,0.2,0.343,0.171,0.086,0.171,0.029,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-18,0.24,0.24,0.08,0.08,0.36,0.0,0.286,0.286,0.0,0.143,0.286,0.0,0.182,0.318,0.0,0.364,0.091,0.045,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.667,0.0,0.0,0.0,0.0,0.333,0.265,0.088,0.118,0.059,0.265,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.333,0.111,0.111,0.278,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.154,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.25,0.0,0.312,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.188,0.188,0.25,0.188,0.188,0.0,0.214,0.214,0.143,0.0,0.143,0.286,0.0,0.0,0.333,0.0,0.333,0.333,0.143,0.286,0.214,0.286,0.071,0.0,0.355,0.419,0.097,0.097,0.032,0.0,0.8,0.0,0.0,0.0,0.2,0.0
2016-03-30,0.25,0.125,0.0,0.375,0.25,0.0,0.389,0.111,0.056,0.333,0.0,0.111,0.238,0.143,0.0,0.333,0.286,0.0,0.238,0.238,0.095,0.286,0.095,0.048,0.0,0.0,0.5,0.0,0.5,0.0,0.043,0.391,0.174,0.261,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.15,0.0,0.1,0.3,0.0,0.556,0.0,0.0,0.0,0.444,0.0,0.077,0.385,0.0,0.231,0.308,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.062,0.0,0.25,0.375,0.188,0.235,0.0,0.0,0.176,0.529,0.059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.25,0.0,0.25,0.292,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.222,0.0,0.0,0.444,0.0,0.167,0.333,0.083,0.25,0.167,0.0,0.407,0.333,0.0,0.0,0.259,0.0,0.214,0.5,0.071,0.143,0.071,0.0,0.062,0.125,0.0,0.375,0.375,0.062,0.282,0.179,0.051,0.077,0.359,0.051,0.25,0.125,0.125,0.125,0.375,0.0
2016-03-31,0.273,0.182,0.0,0.091,0.455,0.0,0.273,0.091,0.0,0.273,0.273,0.091,0.111,0.111,0.0,0.278,0.5,0.0,0.35,0.15,0.0,0.1,0.25,0.15,0.0,0.333,0.0,0.333,0.333,0.0,0.333,0.0,0.0,0.222,0.444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.05,0.25,0.3,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.1,0.6,0.1,0.0,0.294,0.118,0.059,0.176,0.118,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.211,0.053,0.211,0.421,0.053,0.286,0.071,0.071,0.429,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.667,0.0,0.296,0.148,0.0,0.148,0.296,0.111,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.389,0.278,0.0,0.111,0.111,0.111,0.1,0.4,0.0,0.25,0.15,0.1,0.375,0.125,0.125,0.25,0.125,0.0,0.053,0.158,0.053,0.263,0.368,0.105,0.36,0.18,0.04,0.12,0.28,0.02,0.0,0.0,0.0,0.0,1.0,0.0
2016-04-05,0.286,0.048,0.048,0.238,0.381,0.0,0.167,0.167,0.0,0.333,0.333,0.0,0.208,0.208,0.0,0.25,0.333,0.0,0.429,0.143,0.0,0.143,0.286,0.0,0.111,0.444,0.111,0.222,0.0,0.111,0.2,0.0,0.0,0.6,0.2,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.246,0.281,0.0,0.193,0.246,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.111,0.0,0.222,0.333,0.0,0.273,0.091,0.0,0.273,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.267,0.267,0.067,0.281,0.094,0.0,0.438,0.125,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222,0.222,0.0,0.278,0.278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.667,0.0,0.0,0.0,0.238,0.381,0.0,0.238,0.143,0.0,0.421,0.316,0.105,0.053,0.105,0.0,0.167,0.5,0.167,0.167,0.0,0.0,0.16,0.12,0.0,0.36,0.32,0.04,0.5,0.1,0.067,0.1,0.233,0.0,0.0,0.0,0.0,0.0,0.4,0.6
2016-04-11,0.214,0.143,0.071,0.214,0.286,0.071,0.143,0.0,0.143,0.286,0.429,0.0,0.071,0.214,0.0,0.5,0.214,0.0,0.0,0.667,0.0,0.167,0.167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.214,0.429,0.143,0.143,0.071,0.0,0.571,0.286,0.0,0.0,0.0,0.143,0.333,0.267,0.0,0.133,0.2,0.067,0.0,0.0,0.0,0.0,1.0,0.0,0.625,0.25,0.0,0.125,0.0,0.0,0.167,0.083,0.167,0.333,0.083,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.214,0.214,0.143,0.071,0.071,0.286,0.235,0.0,0.0,0.353,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.067,0.0,0.267,0.4,0.067,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.636,0.273,0.0,0.0,0.091,0.0,0.167,0.333,0.083,0.083,0.333,0.0,0.571,0.429,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.5,0.125,0.216,0.216,0.081,0.27,0.216,0.0,0.667,0.333,0.0,0.0,0.0,0.0
2016-04-22,0.258,0.29,0.29,0.161,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.333,0.13,0.435,0.0,0.217,0.217,0.0,0.0,0.25,0.0,0.125,0.625,0.0,0.067,0.133,0.267,0.333,0.133,0.067,0.294,0.294,0.0,0.176,0.176,0.059,0.278,0.222,0.5,0.0,0.0,0.0,0.545,0.068,0.045,0.159,0.159,0.023,0.333,0.0,0.0,0.167,0.5,0.0,0.333,0.267,0.0,0.133,0.2,0.067,0.4,0.0,0.1,0.3,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.222,0.111,0.0,0.333,0.0,0.185,0.148,0.037,0.333,0.296,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.185,0.037,0.111,0.222,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.294,0.118,0.0,0.176,0.412,0.0,0.167,0.278,0.278,0.167,0.111,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.083,0.0,0.167,0.25,0.417,0.083,0.12,0.36,0.04,0.32,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-28,0.136,0.409,0.045,0.318,0.045,0.045,0.231,0.308,0.077,0.077,0.154,0.154,0.2,0.16,0.0,0.4,0.16,0.08,0.389,0.333,0.0,0.167,0.056,0.056,0.4,0.4,0.0,0.0,0.2,0.0,0.308,0.308,0.154,0.077,0.077,0.077,1.0,0.0,0.0,0.0,0.0,0.0,0.444,0.389,0.0,0.0,0.167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.389,0.278,0.111,0.056,0.056,0.111,0.6,0.05,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.5,0.154,0.0,0.0,0.462,0.385,0.0,0.0,0.176,0.059,0.588,0.059,0.118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.238,0.381,0.048,0.19,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.167,0.0,0.167,0.0,0.368,0.316,0.0,0.105,0.211,0.0,0.2,0.1,0.133,0.167,0.2,0.2,0.167,0.167,0.0,0.167,0.5,0.0,0.368,0.263,0.0,0.316,0.0,0.053,0.192,0.192,0.038,0.346,0.154,0.077,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-06,0.222,0.0,0.0,0.444,0.222,0.111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.071,0.0,0.5,0.357,0.071,0.286,0.143,0.0,0.571,0.0,0.0,0.25,0.333,0.167,0.25,0.0,0.0,0.25,0.25,0.167,0.167,0.167,0.0,0.667,0.0,0.0,0.333,0.0,0.0,0.441,0.294,0.0,0.029,0.206,0.029,0.25,0.0,0.0,0.25,0.5,0.0,0.556,0.333,0.0,0.111,0.0,0.0,0.429,0.0,0.0,0.143,0.286,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.118,0.0,0.529,0.235,0.0,0.273,0.045,0.091,0.182,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.048,0.143,0.095,0.333,0.286,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.143,0.143,0.286,0.0,0.412,0.412,0.0,0.059,0.118,0.0,0.0,0.214,0.143,0.143,0.214,0.286,0.2,0.2,0.0,0.4,0.2,0.0,0.071,0.214,0.0,0.429,0.214,0.071,0.22,0.12,0.0,0.36,0.24,0.06,0.286,0.429,0.0,0.286,0.0,0.0
2016-05-18,0.0,0.033,0.033,0.267,0.567,0.1,0.077,0.308,0.077,0.077,0.308,0.154,0.207,0.207,0.0,0.379,0.207,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.364,0.273,0.091,0.273,0.0,0.0,0.889,0.111,0.0,0.0,0.0,0.0,0.222,0.222,0.111,0.185,0.222,0.037,0.0,0.25,0.0,0.0,0.5,0.25,0.5,0.25,0.0,0.188,0.062,0.0,0.385,0.077,0.0,0.538,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.64,0.12,0.0,0.0,0.2,0.04,0.125,0.25,0.0,0.125,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.438,0.125,0.0,0.219,0.156,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.222,0.111,0.167,0.333,0.167,0.0,0.35,0.05,0.0,0.3,0.05,0.25,0.5,0.25,0.0,0.0,0.25,0.0,0.111,0.056,0.056,0.222,0.556,0.0,0.389,0.13,0.056,0.148,0.167,0.111,0.167,0.167,0.0,0.167,0.333,0.167
2016-05-20,0.375,0.0,0.062,0.25,0.25,0.062,0.429,0.0,0.0,0.286,0.143,0.143,0.1,0.2,0.0,0.3,0.4,0.0,0.2,0.5,0.0,0.0,0.2,0.1,0.0,0.167,0.167,0.0,0.333,0.333,0.0,0.667,0.222,0.111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.256,0.41,0.077,0.103,0.128,0.026,0.0,0.0,0.0,0.5,0.5,0.0,0.182,0.455,0.091,0.091,0.182,0.0,0.182,0.182,0.0,0.273,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.235,0.059,0.118,0.235,0.059,0.375,0.375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.227,0.0,0.273,0.182,0.091,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.211,0.368,0.263,0.053,0.105,0.0,0.333,0.333,0.0,0.0,0.25,0.083,0.571,0.143,0.0,0.286,0.0,0.0,0.154,0.154,0.0,0.538,0.154,0.0,0.231,0.231,0.154,0.038,0.231,0.115,0.0,0.429,0.0,0.286,0.286,0.0
2016-05-24,0.091,0.091,0.0,0.409,0.409,0.0,0.25,0.083,0.083,0.083,0.5,0.0,0.409,0.091,0.0,0.182,0.273,0.045,0.2,0.4,0.0,0.0,0.2,0.2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.286,0.0,0.286,0.286,0.143,0.5,0.25,0.25,0.0,0.0,0.0,0.107,0.321,0.0,0.143,0.286,0.143,0.5,0.0,0.0,0.0,0.5,0.0,0.188,0.562,0.062,0.188,0.0,0.0,0.069,0.034,0.138,0.448,0.103,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.385,0.0,0.154,0.154,0.077,0.286,0.071,0.0,0.357,0.143,0.143,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.292,0.083,0.042,0.25,0.333,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.333,0.556,0.0,0.111,0.0,0.0,0.333,0.333,0.067,0.133,0.067,0.067,0.208,0.0,0.083,0.125,0.333,0.25,0.5,0.1,0.0,0.0,0.4,0.0,0.056,0.056,0.056,0.5,0.333,0.0,0.314,0.2,0.114,0.2,0.171,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2016-06-14,0.286,0.143,0.071,0.214,0.214,0.071,0.5,0.333,0.0,0.0,0.167,0.0,0.231,0.308,0.077,0.077,0.231,0.077,0.222,0.222,0.0,0.111,0.333,0.111,0.2,0.4,0.0,0.0,0.4,0.0,0.188,0.188,0.0,0.312,0.25,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.048,0.286,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.545,0.091,0.0,0.091,0.273,0.0,0.0,0.0,0.333,0.333,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.278,0.167,0.056,0.056,0.389,0.056,0.286,0.286,0.0,0.286,0.143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.235,0.118,0.059,0.353,0.235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.167,0.667,0.0,0.0,0.0,0.167,0.643,0.0,0.143,0.0,0.143,0.071,0.35,0.05,0.2,0.05,0.05,0.3,0.4,0.2,0.2,0.2,0.0,0.0,0.111,0.0,0.0,0.444,0.333,0.111,0.278,0.056,0.222,0.167,0.222,0.056,0.0,0.6,0.0,0.4,0.0,0.0
2016-06-15,0.182,0.0,0.182,0.455,0.091,0.091,0.25,0.25,0.0,0.0,0.0,0.5,0.312,0.375,0.0,0.188,0.125,0.0,0.571,0.0,0.143,0.0,0.286,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.265,0.176,0.118,0.324,0.118,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.083,0.333,0.0,0.417,0.167,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.522,0.087,0.087,0.217,0.0,0.333,0.111,0.0,0.333,0.111,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.375,0.125,0.062,0.25,0.188,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.438,0.062,0.062,0.125,0.312,0.0,0.1,0.15,0.1,0.0,0.45,0.2,0.222,0.556,0.222,0.0,0.0,0.0,0.0,0.176,0.0,0.235,0.471,0.118,0.192,0.231,0.192,0.154,0.192,0.038,1.0,0.0,0.0,0.0,0.0,0.0
2016-06-17,0.091,0.227,0.0,0.636,0.045,0.0,0.167,0.5,0.0,0.0,0.333,0.0,0.0,0.125,0.125,0.25,0.375,0.125,0.286,0.286,0.0,0.143,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.556,0.0,0.111,0.222,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.364,0.045,0.0,0.409,0.136,0.045,0.333,0.0,0.0,0.333,0.333,0.0,0.286,0.286,0.071,0.143,0.143,0.071,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.118,0.235,0.059,0.235,0.235,0.118,0.857,0.143,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.0,0.333,0.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.167,0.667,0.167,0.0,0.0,0.0,0.0,0.111,0.222,0.222,0.444,0.0,0.125,0.25,0.0,0.375,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.091,0.364,0.364,0.13,0.478,0.043,0.087,0.174,0.087,0.333,0.0,0.0,0.0,0.667,0.0
2016-06-22,0.217,0.087,0.0,0.348,0.217,0.13,0.167,0.25,0.083,0.167,0.333,0.0,0.444,0.056,0.0,0.278,0.222,0.0,0.222,0.333,0.0,0.0,0.222,0.222,0.143,0.0,0.143,0.143,0.143,0.429,0.2,0.2,0.0,0.067,0.467,0.067,1.0,0.0,0.0,0.0,0.0,0.0,0.308,0.154,0.0,0.077,0.462,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.25,0.333,0.0,0.167,0.25,0.0,0.143,0.048,0.095,0.429,0.143,0.143,0.0,0.0,0.0,0.0,1.0,0.0,0.212,0.121,0.0,0.364,0.242,0.061,0.125,0.0,0.125,0.25,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.095,0.286,0.143,0.19,0.19,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.364,0.182,0.0,0.091,0.273,0.091,0.5,0.4,0.0,0.0,0.1,0.0,0.167,0.167,0.5,0.167,0.0,0.0,0.222,0.0,0.0,0.333,0.333,0.111,0.441,0.206,0.088,0.059,0.147,0.059,0.5,0.5,0.0,0.0,0.0,0.0
